mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07347421646118164,0.03476202891018916,0.0,0.0,1e-05,l1,newton-cg,"{'C': 1e-05, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,21,,,,,,,
0.06345672607421875,0.036872297132382395,0.0,0.0,1e-05,l1,lbfgs,"{'C': 1e-05, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,21,,,,,,,
0.04740638732910156,0.04572996624692752,0.00670623779296875,0.0007603142694338006,1e-05,l1,liblinear,"{'C': 1e-05, 'penalty': 'l1', 'solver': 'liblinear'}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.08674092292785644,0.007871186315605388,0.006496000289916992,0.0009005546292094217,1e-05,l2,newton-cg,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'newton-cg'}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.045045661926269534,0.006050909644620655,0.007170581817626953,0.0017156058279554891,1e-05,l2,lbfgs,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'lbfgs'}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.02254481315612793,0.0019850858689775806,0.00532078742980957,0.0014739928269478174,1e-05,l2,liblinear,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'liblinear'}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.0027656078338623045,0.0010050218788358704,0.0,0.0,1e-05,elasticnet,newton-cg,"{'C': 1e-05, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,,,21,,,,,,,
0.0022393226623535155,0.00038551122651444474,0.0,0.0,1e-05,elasticnet,lbfgs,"{'C': 1e-05, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,21,,,,,,,
0.002628040313720703,0.0010042968653740875,0.0,0.0,1e-05,elasticnet,liblinear,"{'C': 1e-05, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,21,,,,,,,
0.002037811279296875,0.0010885751546557466,0.0,0.0,0.01,l1,newton-cg,"{'C': 0.01, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,21,,,,,,,
0.002779054641723633,0.000655828788259382,0.0,0.0,0.01,l1,lbfgs,"{'C': 0.01, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,21,,,,,,,
0.016308975219726563,0.0030692854479301853,0.004000425338745117,0.001144730036181807,0.01,l1,liblinear,"{'C': 0.01, 'penalty': 'l1', 'solver': 'liblinear'}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.07211885452270508,0.016072794323170925,0.006993484497070312,0.0009450267857336828,0.01,l2,newton-cg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'newton-cg'}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.11039886474609376,0.011586545188618546,0.005432224273681641,0.001633917153271309,0.01,l2,lbfgs,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs'}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.06740026473999024,0.005533411480977184,0.004700756072998047,0.000608889434071299,0.01,l2,liblinear,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.00415186882019043,0.001388725327635175,0.0,0.0,0.01,elasticnet,newton-cg,"{'C': 0.01, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,,,21,,,,,,,
0.002475118637084961,0.0011434577583150805,0.0,0.0,0.01,elasticnet,lbfgs,"{'C': 0.01, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,21,,,,,,,
