mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.385974788665772,0.5762457408071389,0.1457751750946045,0.031232550087797132,True,balanced,10,1,2,100,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.919136659888404,0.9076641607831138,0.9146578150941083,0.9204478814958205,0.922305518326938,0.916842407117677,0.005236817228805151,32
16.54361572265625,0.5483988200128734,0.24079251289367676,0.008531741877819706,True,balanced,10,1,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.920902732702489,0.9089365208820563,0.9170835638792945,0.9222666150104477,0.9231867441433103,0.9184752353235195,0.005203641828926565,27
25.024789476394652,0.9458597126678339,0.3660558223724365,0.024133921919342407,True,balanced,10,1,2,300,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.9223223339103136,0.9080102594382371,0.9173795379016069,0.9224887447076369,0.9252750948841675,0.9190951941683924,0.006098213565146675,25
8.345478439331055,0.26814916431330976,0.1245488166809082,0.005677816614937572,True,balanced,10,1,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9204469118228644,0.9084404212796371,0.9133980607435959,0.9171995516828974,0.9238128017019573,0.9166595494461903,0.005366490667054421,33
16.45479793548584,0.47680603861364007,0.24154458045959473,0.008128224359172436,True,balanced,10,1,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9205719996342095,0.9075583172504371,0.915951806358996,0.9207638456990752,0.9246389648942943,0.9178969867674024,0.005856631407856572,30
24.364746570587158,0.7974100863931318,0.3545829772949219,0.013545992334638771,True,balanced,10,1,5,300,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.922658139114056,0.9079029986912398,0.917366037070448,0.9220076377409245,0.9252082437850675,0.9190286112803472,0.006111944654988456,26
8.216773986816406,0.3819194944482472,0.12384071350097656,0.003720391774796294,True,balanced,10,2,2,100,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9216709374544534,0.9061035840455084,0.9111968285428753,0.919075794262848,0.9205905190368576,0.9157275326685085,0.006055265800023088,35
16.053147506713866,0.42266103069048105,0.2365201473236084,0.0033088552427931518,True,balanced,10,2,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.923490640642037,0.9075686107018178,0.9130796350628371,0.9193687100858371,0.92358829840152,0.9174191789788099,0.0062383762229493945,31
24.747674322128297,0.9588453690326177,0.3582068920135498,0.011156478022024652,True,balanced,10,2,2,300,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.9235589652903328,0.9076793025992755,0.914681982327785,0.921524964379437,0.9243001581520924,0.9183490745497845,0.006323546989162273,28
8.042106628417969,0.27055083646832556,0.12318310737609864,0.003929475741446112,True,balanced,10,2,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9174639740390205,0.9038422321215057,0.91144775006784,0.9194754487012424,0.9207817460089484,0.9146022301877116,0.006258634923806609,36
16.472882795333863,0.5929142393845188,0.23888578414916992,0.0051163681160181175,True,balanced,10,2,5,200,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9206111595035932,0.9060151200358152,0.9139831464873003,0.9200928320134095,0.9219912584726867,0.9165387033025609,0.005936729127963069,34
24.085098218917846,0.924974033572099,0.3574204921722412,0.016124706798635983,True,balanced,10,2,5,300,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.9219878713306642,0.9071826808652645,0.9150546351038616,0.9218927687907327,0.9234702644296717,0.917917644104039,0.006109602519062717,29
10.765313959121704,0.36024385220089955,0.17782239913940429,0.004035037369472396,True,balanced,15,1,2,100,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9692938140385072,0.9640362472701841,0.9703906633323842,0.9707798751389429,0.9716777409939222,0.9692356681547881,0.002709969272920603,15
21.33647789955139,0.7346077140631335,0.3500058650970459,0.012423021129061159,True,balanced,15,1,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9706261446802773,0.964903880795269,0.9712705296547621,0.9720454475271922,0.9727160967374201,0.9703124198789842,0.002794628414751992,14
