mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
4.252947092056274,0.07616782188415527,0.2795591354370117,0.015520334243774414,True,10,1,2,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9152052867379856,0.9461971956791831,0.9307012412085844,0.01549595447059876,11
8.661325454711914,0.2165513038635254,0.5838730335235596,0.013656377792358398,True,10,1,2,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9165853230736452,0.9465964124414127,0.9315908677575289,0.015005544683883765,9
4.13069760799408,0.06921350955963135,0.2860727310180664,0.003006458282470703,True,10,1,5,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9132564062003165,0.9460266910104271,0.9296415486053717,0.016385142405055342,13
8.717085242271423,0.13189566135406494,0.5865874290466309,0.006879091262817383,True,10,1,5,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9152616501915904,0.9471078309669754,0.9311847405792829,0.015923090387692462,10
4.382253170013428,0.08571338653564453,0.28373658657073975,0.015027642250061035,True,10,2,2,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9136948237594473,0.9449200935109379,0.9293074586351926,0.015612634875745268,14
8.583340048789978,0.09485852718353271,0.583564043045044,0.016671419143676758,True,10,2,2,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9144599345179004,0.9449262162111389,0.9296930753645196,0.015233140846619253,12
4.389668226242065,0.04424095153808594,0.3032948970794678,0.003805875778198242,True,10,2,5,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9123731022642987,0.9454968805140854,0.928934991389192,0.01656188912489337,16
9.1157466173172,0.19201457500457764,0.5766634941101074,0.005296230316162109,True,10,2,5,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9132299162722537,0.9450335245883463,0.9291317204303,0.015901804158046318,15
6.046101212501526,0.06812536716461182,0.40656578540802,0.011661410331726074,True,15,1,2,100,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9522519136183197,0.9830379840624086,0.9676449488403642,0.015393035222044438,2
10.875221490859985,0.1073923110961914,0.6609195470809937,0.016629576683044434,True,15,1,2,200,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9532318082224213,0.9840174370682497,0.9686246226453354,0.015392814422914236,1
5.780207395553589,0.2425370216369629,0.4039344787597656,0.03313255310058594,True,15,1,5,100,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9501104126936251,0.9807801398988062,0.9654452762962156,0.015334863602590565,4
11.230988383293152,0.003914475440979004,0.5767861604690552,0.02789747714996338,True,15,1,5,200,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9505855008109773,0.9817602493344937,0.9661728750727354,0.015587374261758213,3
5.832011818885803,0.10731589794158936,0.4142798185348511,0.019338250160217285,True,15,2,2,100,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9488752742951787,0.9790785901920643,0.9639769322436216,0.015101657948442815,7
10.14049232006073,0.03138744831085205,0.5259829759597778,0.0726386308670044,True,15,2,2,200,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9492133714711912,0.9804015350337446,0.964807453252468,0.015594081781276692,5
5.368560791015625,0.007271528244018555,0.3622366189956665,0.010749220848083496,True,15,2,5,100,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9488683877493387,0.9787825642016436,0.9638254759754912,0.014957088226152437,8
8.403915047645569,0.3044503927230835,0.4095064401626587,0.0125807523727417,True,15,2,5,200,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.948986425770758,0.9798308110553574,0.9644086184130577,0.015422192642299715,6
