mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_scale_pos_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.4381651878356934,0.17049806037599238,0.13032094637552896,0.03926149026970201,0.1,5,100,10,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'scale_pos_weight': 10}",0.9075970396320608,0.9933460087787206,0.9923722023320153,0.9644384169142656,0.040194889420193426,8
1.186684290568034,0.025220717998381926,0.06954534848531087,0.002090919877132636,0.1,5,100,15,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'scale_pos_weight': 15}",0.9083315758384163,0.9931347603064253,0.9923197508411843,0.9645953623286753,0.03978589626800933,7
2.1974851290384927,0.04022159395165592,0.10971903800964355,0.006566565012352707,0.1,5,200,10,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'scale_pos_weight': 10}",0.9098655506990158,0.9955872242981875,0.9958336918727101,0.9670954889566378,0.040467802520808595,6
2.2104846636454263,0.023043139358146794,0.12069439888000488,0.012674665833842962,0.1,5,200,15,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'scale_pos_weight': 15}",0.911111197039052,0.9957049455772701,0.9954055126006583,0.96740721840566,0.03980748615783278,5
2.2547221183776855,0.042487707967691815,0.09557723999023438,0.010479260262385024,0.1,7,100,10,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'scale_pos_weight': 10}",0.9195244285885911,0.9963019030944424,0.996208895944729,0.9706784092092541,0.036171346510618554,3
2.4229284127553306,0.1193980547414352,0.07859301567077637,0.010411729589503857,0.1,7,100,15,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'scale_pos_weight': 15}",0.9189318748783919,0.996257193712674,0.995959623793092,0.970382897461386,0.03638156979012939,4
3.583771228790283,0.0984635252019716,0.10125279426574707,0.00831099238157158,0.1,7,200,10,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 10}",0.9220476488692178,0.9975026118066171,0.9978026504734707,0.9724509703831018,0.03564074092499932,2
3.0034114519755044,0.05038758377449026,0.07339994112650554,0.00487939588219407,0.1,7,200,15,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 15}",0.9222200149482396,0.9977967807419158,0.9976456988542102,0.9725541648481218,0.03559167216304082,1
