mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.5698587894439697,0.03974977626285974,0.011035998662312826,0.001874197570494109,0.01,500,liblinear,"{'C': 0.01, 'max_iter': 500, 'solver': 'liblinear'}",0.7214346120860978,0.7302649163789557,0.7295627452503335,0.7270874245717956,0.0040074079587944685,3
0.732591470082601,0.05465974896103599,0.01089040438334147,0.0009716505623237856,0.1,500,liblinear,"{'C': 0.1, 'max_iter': 500, 'solver': 'liblinear'}",0.7233361705665331,0.7315523854589946,0.7304795586361473,0.7284560382205584,0.0036466900923079627,2
0.7089749972025553,0.05318124917142526,0.007198810577392578,0.001683196129494767,1.0,500,liblinear,"{'C': 1, 'max_iter': 500, 'solver': 'liblinear'}",0.7236916168647117,0.7316477654734337,0.7304487269354439,0.7285960364245297,0.0035023251103555573,1
