mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_solver,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
1.1847227811813354,0.056686997413635254,0.013519763946533203,0.0010461807250976562,0.1,500,lbfgs,"{'C': 0.1, 'max_iter': 500, 'solver': 'lbfgs'}",0.7271471527856699,0.728980823917802,0.7280639883517359,0.0009168355660660321,3
1.1438239812850952,0.017283082008361816,0.010661840438842773,0.0,1.0,500,lbfgs,"{'C': 1, 'max_iter': 500, 'solver': 'lbfgs'}",0.727438917949635,0.7289894529865062,0.7282141854680706,0.0007752675184355962,1
1.311347246170044,0.030621051788330078,0.009098410606384277,0.0004974603652954102,10.0,500,lbfgs,"{'C': 10, 'max_iter': 500, 'solver': 'lbfgs'}",0.7273405131481586,0.728974820568482,0.7281576668583203,0.0008171537101616666,2
