mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_scale_pos_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.2191213607788085,0.10731652310270885,0.02915806770324707,0.003250688133621167,0.8,0.05,3,100,1.0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9347621563796051,0.9223311355571464,0.9221743096040438,0.9280873379956205,0.9265882041683302,0.9267886287409492,0.004614437025743191,108
0.9751655101776123,0.06130039741608935,0.028811931610107422,0.002347534190608251,0.8,0.05,3,100,1.0,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1}",0.9311174540982928,0.9251888363491902,0.9242577265405904,0.9292688844927066,0.9278924720961945,0.9275450747153948,0.0025382126311505764,107
1.1295757293701172,0.05423182435527676,0.027949142456054687,0.002813421690265894,0.8,0.05,3,100,0.09608346534112634,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'scale_pos_weight': np.float64(0.09608346534112634), 'subsample': 0.8}",0.9322080005179545,0.9312110275385628,0.9285215277092997,0.9362475461679943,0.9316872419079393,0.93197506876835,0.0024860357792831542,106
0.8070366859436036,0.04118821653383613,0.02649064064025879,0.001860951543431429,0.8,0.05,3,100,0.09608346534112634,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'scale_pos_weight': np.float64(0.09608346534112634), 'subsample': 1}",0.9366254948502162,0.932292846901619,0.9287227348477041,0.933557076665775,0.9292764987572486,0.9320949304045125,0.00289890726479763,105
1.955184555053711,0.11711986508635397,0.042275524139404295,0.001238635405412085,0.8,0.05,3,200,1.0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9526578064416418,0.9449685236699407,0.9459871278152776,0.949000311936331,0.9489833223668185,0.948319418446002,0.002697927728771074,101
1.3608673572540284,0.07100907943745352,0.0421788215637207,0.004248922776543334,0.8,0.05,3,200,1.0,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 1}",0.9494437881333214,0.9448502608644022,0.9448070358276255,0.9496624493849364,0.9471765147313784,0.9471880097883327,0.0021140305782177717,103
1.8549588203430176,0.023350759894508452,0.04114031791687012,0.001685921393747588,0.8,0.05,3,200,0.09608346534112634,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'scale_pos_weight': np.float64(0.09608346534112634), 'subsample': 0.8}",0.9535199575850131,0.9474244814972229,0.9517184171178007,0.9511630182846007,0.9520431777520736,0.9511738104473422,0.002030486955123043,99
1.3584713459014892,0.04588598954564584,0.04042811393737793,0.0006687864327064044,0.8,0.05,3,200,0.09608346534112634,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'scale_pos_weight': np.float64(0.09608346534112634), 'subsample': 1}",0.9538012000374144,0.9485826066629064,0.94927144741292,0.9507444179284473,0.9514370412240735,0.9507673426531523,0.0018256005183918964,100
2.726810121536255,0.10551133610862819,0.054393863677978514,0.0022431441824286103,0.8,0.05,3,300,1.0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9591409652363294,0.9554121997687405,0.9568054333311801,0.9567877181521732,0.9564296469403946,0.9569151926857635,0.0012228738854806384,91
1.917246198654175,0.041889978207816175,0.05459098815917969,0.002158116726961729,0.8,0.05,3,300,1.0,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'scale_pos_weight': 1, 'subsample': 1}",0.9571898713631856,0.954773931192902,0.9552676439080444,0.9556422360300337,0.9551093377331703,0.9555966040454672,0.0008441583829099079,93
2.7197403430938722,0.1180125516417986,0.060090494155883786,0.007192148121540393,0.8,0.05,3,300,0.09608346534112634,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'scale_pos_weight': np.float64(0.09608346534112634), 'subsample': 0.8}",0.958753916546365,0.9553051627924253,0.9587193066808528,0.9573527391247076,0.959212920825244,0.9578688091939188,0.0014249216305695824,89
1.9426522254943848,0.060623809581403496,0.056484222412109375,0.002299849377617629,0.8,0.05,3,300,0.09608346534112634,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'scale_pos_weight': np.float64(0.09608346534112634), 'subsample': 1}",0.9590133413572526,0.9551560569278582,0.9560893298530527,0.956448556388198,0.9590736228319184,0.957156181471656,0.0015978127572573578,90
1.5373566627502442,0.07480502325091325,0.039716148376464845,0.005623198493026079,0.8,0.05,5,100,1.0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9585948155913266,0.9558192759347609,0.95492889239032,0.9577637312776665,0.9572716275802864,0.956875668554872,0.0013271630107163238,92
