mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.9549954732259115,0.04829252437718576,0.09870227177937825,0.04537992093056178,0.7,150,3,6,0.2,1.0,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.2, 'colsample_bytree': 1.0}",0.6587808043825591,0.6468451989098443,0.650884340500457,0.6521701145976201,0.004956785300425884,17
1.81775959332784,0.02558074115639661,0.15306266148885092,0.027484279356957707,0.7,200,1,8,0.2,1.0,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.2, 'colsample_bytree': 1.0}",0.63694322548246,0.6341353715959858,0.6398103682225825,0.6369629884336762,0.0023168498165471343,20
0.9377658367156982,0.026870250750560286,0.1460693677266439,0.008997145413838727,0.7,150,1,6,0.1,0.7,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",0.6806938790803382,0.6731708038864572,0.6813370651148898,0.6784005826938951,0.0037073226502697793,3
1.3133927981058757,0.03694369190706406,0.14080119132995605,0.03477827793807795,0.7,150,3,8,0.1,1.0,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6604735879349887,0.6655425344386765,0.6610815790268507,0.6623659004668386,0.0022598917135151623,11
0.7179258664449056,0.036396326549301174,0.07763091723124187,0.027592086632739186,1.0,150,3,6,0.1,0.7,"{'subsample': 1.0, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",0.6786325641896029,0.6836251079742057,0.6861214864929867,0.6827930528855984,0.0031134360514162352,1
0.9856143792470297,0.029653634942634843,0.06431158383687337,0.001669811939178067,0.7,150,3,6,0.1,1.0,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6751471748633666,0.6745089302415439,0.6701708050737015,0.673275636726204,0.002210855602416918,4
0.971815824508667,0.037421046140738205,0.06836636861165364,0.001812905071178996,0.7,150,1,6,0.2,0.7,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.2, 'colsample_bytree': 0.7}",0.6588937684650138,0.6459649334398696,0.6569605109050577,0.6539397376033137,0.005694002533792071,16
1.207217534383138,0.020704048981860557,0.09781368573506673,0.009727453960153107,0.7,150,3,8,0.1,0.7,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",0.6646521405295555,0.6649309830552388,0.665841530164675,0.6651415512498231,0.0005078819741240969,9
0.9989532629648844,0.017729770968093955,0.08933321634928386,0.004531752941236871,1.0,150,1,8,0.2,0.7,"{'subsample': 1.0, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.2, 'colsample_bytree': 0.7}",0.6607256600150209,0.6548803782600952,0.6580313286193862,0.6578791222981674,0.002388752083101282,14
0.9074884255727133,0.02652607641382701,0.07979766527811687,0.0032730540675038177,1.0,150,3,8,0.2,1.0,"{'subsample': 1.0, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.2, 'colsample_bytree': 1.0}",0.6474665008368848,0.6495636083234643,0.646311901318093,0.6477806701594807,0.0013459634429509044,18
1.4500507513682048,0.02371661913294672,0.09862518310546875,0.005303139661857576,0.7,150,1,8,0.2,1.0,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.2, 'colsample_bytree': 1.0}",0.6436383046663673,0.6367518790443214,0.6458009627012012,0.64206371547063,0.0038584087487634907,19
1.0933462778727214,0.03638980232294728,0.09827756881713867,0.005869369123675937,1.0,150,1,8,0.1,0.7,"{'subsample': 1.0, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",0.6711419829893986,0.6672808702930365,0.6772916449930253,0.6719048327584868,0.004122325989950521,5
1.433376948038737,0.03270947405764048,0.07969975471496582,0.0021866977175089477,0.7,150,1,8,0.1,1.0,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6635197035643523,0.6517327242666828,0.6687386667830052,0.6613303648713468,0.007113153222569841,12
0.9548128445943197,0.050430091960503,0.08838637669881184,0.00779319629555685,1.0,150,3,8,0.1,0.7,"{'subsample': 1.0, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",0.6731798102986334,0.6639295519607893,0.6759750062364156,0.6710281228319461,0.0051475276520076725,6
1.2582294940948486,0.05356354969343606,0.07404367129007976,0.004566756011838316,0.7,200,1,6,0.1,1.0,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6659341710197917,0.6631377876497052,0.6676563830132347,0.6655761138942439,0.0018620024514295077,8
