mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
5.5779643058776855,0.24341988563537598,0.33998990058898926,0.023187637329101562,True,10,sqrt,1,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9017092024852387,0.9157644396484487,0.9087368210668436,0.007027618581605,26
11.085201621055603,0.474972128868103,0.6086782217025757,0.010552048683166504,True,10,sqrt,1,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9048306934947397,0.9182851779978751,0.9115579357463074,0.006727242251567733,19
5.2520164251327515,0.030505776405334473,0.29264140129089355,0.0019288063049316406,True,10,sqrt,1,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9050556579705465,0.91490016024288,0.9099779091067133,0.004922251136166733,21
11.057682394981384,0.43731987476348877,0.6137963533401489,0.005211949348449707,True,10,sqrt,1,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9068692184792114,0.918855997456967,0.9128626079680893,0.005993389488877787,17
5.611612677574158,0.17238318920135498,0.3249192237854004,0.029999256134033203,True,10,sqrt,2,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9019899515628773,0.9146878111552064,0.9083388813590418,0.006348929796164526,28
10.665456175804138,0.04969346523284912,0.5745669603347778,0.007900595664978027,True,10,sqrt,2,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9046053709662893,0.9171222349474131,0.9108638029568512,0.0062584319905618635,20
5.16234278678894,0.008791446685791016,0.28730952739715576,0.006090760231018066,True,10,sqrt,2,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.903124322012401,0.9151461662790269,0.9091352441457139,0.006010922133312946,24
10.590314865112305,0.09075927734375,0.5853922367095947,0.003249645233154297,True,10,sqrt,2,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9061834402514333,0.9176513054682922,0.9119173728598627,0.005733932608429471,18
4.814103126525879,0.010317802429199219,0.31552445888519287,0.0022994279861450195,True,10,log2,1,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9026199451888239,0.9152633091688378,0.9089416271788309,0.006321681990006933,25
8.812607645988464,0.0076743364334106445,0.5683014392852783,0.009550809860229492,True,10,log2,1,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9025543260743888,0.91643787699512,0.9094961015347545,0.006941775460365618,22
4.479371905326843,0.06968438625335693,0.2847163677215576,0.0034558773040771484,True,10,log2,1,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9028954308926054,0.9132267892791687,0.9080611100858871,0.005165679193281647,29
9.40570878982544,0.27871203422546387,0.600407600402832,0.002969026565551758,True,10,log2,1,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9028151077496174,0.9157804207314295,0.9092977642405234,0.006482656490906069,23
4.685456991195679,0.20137429237365723,0.31483447551727295,0.004618525505065918,True,10,log2,2,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9014831399813255,0.9122165198758244,0.906849829928575,0.005366689947249481,31
9.465950965881348,0.07570981979370117,0.5568400621414185,0.030124306678771973,True,10,log2,2,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9020365819521274,0.9148257091632427,0.908431145557685,0.006394563605557624,27
4.37935733795166,0.09542346000671387,0.2795553207397461,0.004844188690185547,True,10,log2,2,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.900208812721066,0.9132392017708042,0.906724007245935,0.0065151945248690946,32
8.936399579048157,0.32638370990753174,0.5590707063674927,0.0028401613235473633,True,10,log2,2,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9013074554843292,0.9140126790260233,0.9076600672551762,0.006352611770847061,30
6.924408555030823,0.07399475574493408,0.3945143222808838,0.006106138229370117,True,15,sqrt,1,2,100,"{'bootstrap': True, 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9555507719722407,0.9627777662007423,0.9591642690864914,0.0036134971142507966,3
