mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
4.805853366851807,0.243818998336792,0.322253942489624,0.02315235137939453,True,10,1,2,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9152052867379856,0.9461971956791831,0.9307012412085844,0.01549595447059876,11
9.14693796634674,0.1510845422744751,0.6242080926895142,0.009554028511047363,True,10,1,2,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9165853230736452,0.9465964124414127,0.9315908677575289,0.015005544683883765,9
4.876915454864502,0.011388778686523438,0.3273719549179077,0.025046706199645996,True,10,1,5,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9132564062003165,0.9460266910104271,0.9296415486053717,0.016385142405055342,13
9.406648516654968,0.25791752338409424,0.7249451875686646,0.018291831016540527,True,10,1,5,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9152616501915904,0.9471078309669754,0.9311847405792829,0.015923090387692462,10
4.885635733604431,0.11820042133331299,0.36711692810058594,0.0006351470947265625,True,10,2,2,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9136948237594473,0.9449200935109379,0.9293074586351926,0.015612634875745268,14
9.449870467185974,0.26352202892303467,0.7084215879440308,0.04193770885467529,True,10,2,2,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9144599345179004,0.9449262162111389,0.9296930753645196,0.015233140846619253,12
4.612263441085815,0.08112287521362305,0.3230562210083008,0.01702594757080078,True,10,2,5,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9123731022642987,0.9454968805140854,0.928934991389192,0.01656188912489337,16
9.776768445968628,0.03190350532531738,0.6226894855499268,0.028010845184326172,True,10,2,5,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9132299162722537,0.9450335245883463,0.9291317204303,0.015901804158046318,15
6.6481709480285645,0.009792089462280273,0.47573041915893555,0.02537369728088379,True,15,1,2,100,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9522519136183197,0.9830379840624086,0.9676449488403642,0.015393035222044438,2
11.999118208885193,0.0367811918258667,0.8186827898025513,0.02746713161468506,True,15,1,2,200,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9532318082224213,0.9840174370682497,0.9686246226453354,0.015392814422914236,1
6.159396052360535,0.03436553478240967,0.4308457374572754,0.028900861740112305,True,15,1,5,100,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9501104126936251,0.9807801398988062,0.9654452762962156,0.015334863602590565,4
11.916104912757874,0.0527113676071167,0.7974377870559692,0.026486515998840332,True,15,1,5,200,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9505855008109773,0.9817602493344937,0.9661728750727354,0.015587374261758213,3
6.384134411811829,0.08079493045806885,0.42263591289520264,0.019864678382873535,True,15,2,2,100,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9488752742951787,0.9790785901920643,0.9639769322436216,0.015101657948442815,7
11.297013401985168,0.08002674579620361,0.6705060005187988,0.008738279342651367,True,15,2,2,200,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9492133714711912,0.9804015350337446,0.964807453252468,0.015594081781276692,5
5.807117581367493,0.006845593452453613,0.40811240673065186,0.010744214057922363,True,15,2,5,100,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9488683877493387,0.9787825642016436,0.9638254759754912,0.014957088226152437,8
9.813199758529663,0.03637051582336426,0.5320315361022949,0.00868082046508789,True,15,2,5,200,"{'bootstrap': True, 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.948986425770758,0.9798308110553574,0.9644086184130577,0.015422192642299715,6
